Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
447,Carey Davis\DaviCa00,PIT,RB,28,6,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,,,2,2,1.5,1.5,,150,
448,James Davis\DaviJa03,CLE,,23,2,0,0,0,0,0,0,9,15,1.67,0,5,4,5,1.25,0,,,2,6,6.0,4.0,,144,
449,Kyle Eckel\EckeKy00,NOR,RB,28,7,2,0,0,0,0,0,2,6,3.00,0,3,2,14,7.00,0,,,2,4,4.0,3.0,,147,
450,John Gilmore\GilmJo00,TAM,TE,30,13,2,0,0,0,0,0,0,0,,0,7,3,23,7.67,0,,,2,5,5.3,3.8,,80,
451,Verron Haynes\HaynVe00,ATL,RB,30,7,2,0,0,0,0,0,0,0,,0,4,3,20,6.67,0,,,2,5,5.0,3.5,,146,
452,Brandon Jones\JoneBr02,SFO,WR,27,8,0,0,0,0,0,0,0,0,,0,5,1,18,18.00,0,,,2,3,2.8,2.3,,163,
453,Mike Karney\KarnMi00,STL,RB,28,14,8,0,0,0,0,0,2,8,4.00,0,9,6,16,2.67,0,,,2,8,8.4,5.4,,142,
454,Dan Kreider\KreiDa00,ARI,RB,32,14,3,0,0,0,0,0,0,0,,0,6,4,20,5.00,0,,,2,6,6.0,4.0,,145,
455,Brandon Myers\MyerBr00,OAK,TE,24,11,2,0,0,0,0,0,0,0,,0,6,4,19,4.75,0,,,2,6,5.9,3.9,,81,
456,Xavier Omon\OmonXa00,BUF,RB,24,5,0,0,0,0,0,0,5,22,4.40,0,1,0,0,,0,,,2,2,2.2,2.2,,143,
457,Kassim Osgood*\OsgoKa00,SDG,WR,29,16,0,0,0,0,0,0,0,0,,0,5,1,17,17.00,0,,,2,3,2.7,2.2,,164,
458,John Owens\OwenJo00,SEA,TE,29,16,3,0,0,0,0,0,0,0,,0,6,3,16,5.33,0,,,2,5,4.6,3.1,,82,
459,Jalen Parmele\ParmJa00,BAL,RB,24,7,0,0,0,0,0,0,5,17,3.40,0,0,0,0,,0,,,2,2,1.7,1.7,,149,
460,Marcel Reece\ReecMa00,OAK,WR,24,2,0,0,0,0,0,0,0,0,,0,4,2,20,10.00,0,,,2,4,4.0,3.0,,162,
461,Isaiah Stanback\StanIs00,NWE,WR,25,6,2,0,0,0,0,0,0,0,,0,7,3,22,7.33,0,,,2,5,5.2,3.7,,160,
462,Wallace Wright\WrigWa00,NYJ,WR,25,16,0,0,0,0,0,0,0,0,,0,3,2,21,10.50,0,,,2,4,4.1,3.1,,161,
463,Deon Anderson\AndeDe01,DAL,RB,26,16,9,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,,,1,2,1.5,1.0,,156,
464,Charlie Batch\BatcCh00,PIT,QB,35,1,0,1,2,17,0,0,0,0,,0,0,0,0,,0,,,1,1,0.7,0.7,,67,
465,Mark Brunell\BrunMa00,NOR,QB,39,16,1,15,30,102,0,1,4,-12,-3.00,0,0,0,0,,0,,,1,1,1.9,1.9,,66,
466,Tim Carter\CartTi00,STL,WR,30,2,0,0,0,0,0,0,0,0,,0,5,1,6,6.00,0,,,1,2,1.6,1.1,,174,
467,Yamon Figurs\FiguYa00,2TM,WR,26,6,0,0,0,0,0,0,1,-2,-2.00,0,2,1,7,7.00,0,,,1,2,1.5,1.0,,179,
468,Tyler Grisham\GrisTy00,PIT,WR,22,4,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,,,1,2,2.4,1.9,,166,
469,James Hardy\HardJa00,BUF,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,,,1,2,1.9,1.4,,170,
470,Anthony Hill\HillAn00,HOU,TE,24,5,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,,,1,2,1.9,1.4,,84,
471,Tory Humphrey\HumpTo00,NOR,TE,26,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,,,1,2,1.7,1.2,,88,
472,David Johnson\JohnDa05,PIT,TE,22,15,3,0,0,0,0,0,0,0,,0,4,2,9,4.50,0,,,1,3,2.9,1.9,,85,
473,Jaymar Johnson\JohnJa01,MIN,WR,25,6,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,,,1,2,1.9,1.4,,169,
474,Steve Johnson\JohnSt00,BUF,WR,23,5,0,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,,,1,3,3.0,2.0,,168,
475,Edgar Jones\JoneEd22,BAL,TE,25,16,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,,,1,2,1.8,1.3,,87,
476,Mark Jones\JoneMa01,TEN,WR,29,3,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,,,1,2,1.9,1.4,,171,
477,Jordan Kent\KentJo20,STL,WR,25,5,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,,,1,2,1.5,1.0,,177,
478,Joe Klopfenstein\KlopJo00,BUF,TE,26,1,1,0,0,0,0,0,0,0,,0,2,1,11,11.00,0,,,1,2,2.1,1.6,,83,
479,Stefan Logan\LogaSt00,PIT,WR,28,16,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,,,1,-2,,-2.0,,178,
480,Brandon Manumaleuna\ManuBr00,SDG,RB,29,16,5,0,0,0,0,0,0,0,,0,7,5,13,2.60,0,,,1,6,6.3,3.8,,152,
481,Charly Martin\MartCh00,CAR,WR,25,7,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,,,1,2,1.6,1.1,,175,
482,Jason McKie\McKiJa00,CHI,RB,29,16,11,0,0,0,0,0,0,0,,0,10,5,13,2.60,0,,,1,6,6.3,3.8,,151,
483,Jake O'Connell\OConJa00,KAN,TE,24,4,2,0,0,0,0,0,0,0,,0,10,2,7,3.50,0,,,1,3,2.7,1.7,,89,
484,Bear Pascoe\PascBe00,NYG,TE,23,4,1,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,,,1,2,1.9,1.4,,86,
485,Courtney Roby\RobyCo00,NOR,WR,26,15,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,,,1,6,6.6,5.1,,172,
486,Kory Sheets\SheeKo00,MIA,RB,24,2,0,0,0,0,0,0,1,5,5.00,0,0,0,0,,0,,,1,1,0.5,0.5,,157,
487,Matt Slater\SlatMa00,NWE,WR,24,14,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,,,1,1,0.6,0.6,,173,
488,Clifton Smith\SmitCl22,TAM,RB,24,11,0,0,0,0,0,0,4,7,1.75,0,5,2,4,2.00,0,,,1,,1.6,-0.9,,153,
489,Terrelle Smith\SmitTe00,DET,RB,31,8,0,0,0,0,0,0,0,0,,0,4,2,7,3.50,0,,,1,3,2.7,1.7,,154,
490,John Standeford\StanJo00,DET,WR,27,2,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,,,1,2,1.5,1.0,,180,
491,Limas Sweed\SweeLi00,PIT,WR,25,9,0,0,0,0,0,0,0,0,,0,5,1,5,5.00,0,,,1,2,1.5,1.0,,176,
492,Brandon Tate\TateBr00,NWE,WR,22,2,1,0,0,0,0,0,1,11,11.00,0,2,0,0,,0,,,1,1,1.1,1.1,,167,
493,Javarris Williams\WillJa05,KAN,RB,23,4,0,0,0,0,0,0,6,6,1.00,0,1,0,0,,0,,,1,1,0.6,0.6,,155,
494,Jake Allen\AlleJa24,2TM,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,190,
495,B.J. Askew\AskeB.00,TAM,RB,29,5,2,0,0,0,0,0,1,0,0.00,0,2,2,3,1.50,0,,,,2,2.3,1.3,,160,
496,Brock Bolen\BoleBr00,JAX,,24,3,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,,,,165,
497,Colin Cloherty\ClohCo00,IND,TE,22,1,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,,,,1,1.2,0.7,,93,
498,Andre Coleman\ColeAn21,SDG,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,106,
499,James Dearth\DearJa00,NYJ,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,99,
500,Biren Ealy\EalyBi00,GNB,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,202,
501,Dominique Edison\EdisDo00,TEN,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,205,
502,Tony Fiammetta\FiamTo00,CAR,,23,10,2,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,,,,167,
503,Matt Flynn\FlynMa00,GNB,QB,24,15,0,7,12,58,0,1,5,-5,-1.00,0,0,0,0,,0,,,,,0.8,0.8,,74,
504,Eric Fowler\FowlEr20,DET,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,191,
505,Jeff Garcia\GarcJe00,PHI,QB,39,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,,,,-1,-0.7,-1.2,,75,
506,Sam Giguere\GiguSa00,IND,,24,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,,,193,
507,Anthony Gonzalez\GonzAn00,IND,,25,1,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,208,
508,Dan Gronkowski\GronDa00,DET,TE,24,2,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,,,,1,1.4,0.9,,90,
509,Rex Grossman\GrosRe00,HOU,QB,29,1,0,3,9,33,0,1,3,9,3.00,0,0,0,0,,0,,,,-1,0.7,0.2,,68,
510,Matt Gutierrez\GutiMa00,KAN,QB,25,1,0,1,1,3,0,0,0,0,,0,0,0,0,,0,,,,,0.1,0.1,,69,
511,Justin Harper\HarpJu01,BAL,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,192,
512,Clark Harris\HarrCl20,CIN,,25,11,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,107,
513,Mike Hass\HassMi00,SEA,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,188,
514,Chris Henry\HenrCh01,TEN,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,172,
515,Darius Hill\HillDa03,CIN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,100,
516,Nathan Hodel\HodeNa20,DET,,32,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,108,
517,Kareem Huggins\HuggKa00,TAM,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,166,
518,Juaquin Iglesias\IgleJu00,CHI,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,200,
519,Justin Jenkins\JenkJu00,BUF,WR,29,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,,0,,,,,-0.3,-0.3,,209,
520,Adam Jennings\JennAd00,DET,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,201,
521,Brian Jennings\JennBr00,SFO,,33,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,103,
522,Quinn Johnson\JohnQu00,GNB,RB,23,9,0,0,0,0,0,0,0,0,,0,4,2,4,2.00,0,,,,2,2.4,1.4,,158,
523,Nate Jones\JoneNa21,STL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,196,
524,Matt Lawrence\LawrMa00,BAL,RB,24,8,0,0,0,0,0,0,4,0,0.00,0,1,1,4,4.00,0,,,,1,1.4,0.9,,159,
525,Mike Leach\LeacMi00,ARI,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,96,
526,J.P. Losman\LosmJ.00,OAK,QB,28,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,73,
527,Elbert Mack\MackEl20,TAM,,23,15,3,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,199,
528,Marcus Mailei\MailMa00,NOR,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,168,
529,Glenn Martinez\MartGl00,HOU,,28,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,198,
530,Michael Matthews\MattMi00,2TM,,26,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,102,
531,Josh McCown\McCoJo01,CAR,QB,30,1,0,1,6,2,0,0,0,0,,0,0,0,0,,0,,,,,0.1,0.1,,71,
532,Luke McCown\McCoLu00,JAX,QB,28,3,0,1,3,2,0,0,0,0,,0,0,0,0,,0,,,,,0.1,0.1,,70,
533,Shaun McDonald\McDoSh00,PIT,,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,186,
534,Kenny McKinley\McKiKe00,DEN,,22,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,182,
535,Sean Morey\MoreSe00,ARI,,33,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,185,
536,Cameron Morrah\MorrCa00,SEA,TE,22,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,,,1,1.3,0.8,,91,
537,Matthew Mulligan\MullMa00,NYJ,TE,24,5,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,,,,1,1.2,0.7,,94,
538,Jordan Norwood\NorwJo00,PHI,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,197,
539,Oren O'Neal\ONeaOr00,OAK,RB,26,4,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,,,,,,,,171,
540,Buck Ortega\OrteBu00,NOR,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,98,
541,Montell Owens\OwenMo01,JAX,RB,25,16,0,0,0,0,0,0,2,1,0.50,0,1,0,0,,0,,,,,0.1,0.1,,162,
542,Curtis Painter\PainCu00,IND,QB,24,2,0,8,28,83,0,2,3,4,1.33,0,0,0,0,,0,,,,-2,0.7,-0.3,,76,
543,Cedric Peerman\PeerCe00,DET,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,169,
544,Zach Potter\PottZa99,JAX,TE,23,1,1,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,,,,1,1.3,0.8,,92,
545,Chris Pressley\PresCh00,TAM,RB,23,7,3,0,0,0,0,0,1,0,0.00,0,1,1,2,2.00,0,,,,1,1.2,0.7,,161,
546,Maurice Purify\PuriMa00,CIN,,23,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,204,
547,Richard Quinn\QuinRi00,DEN,,23,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,104,
548,Isaac Redman\RedmIs20,PIT,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,163,
549,Jeff Robinson\RobiJe00,SEA,,39,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,109,
550,Jerome Simpson\SimpJe00,CIN,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,184,
551,Justin Snow\SnowJu00,IND,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,105,
552,Jim Sorgi\SorgJi00,IND,,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,72,
553,Micheal Spurlock\SpurMi00,2TM,WR,26,6,0,0,1,0,0,0,1,3,3.00,0,0,0,0,,0,,,,5,5.8,5.3,,181,
554,Derek Stanley\StanDe00,STL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,183,
555,Craig Stevens\StevCr00,TEN,,25,12,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,97,
556,Brad St. Louis\StLoBr00,CIN,,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,95,
557,Frank Summers\SummFr00,PIT,,24,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,164,
558,Brett Swain\SwaiBr00,GNB,,24,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,187,
559,Patrick Turner\TurnPa00,MIA,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,195,
560,David Tyree\TyreDa00,BAL,,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,207,
561,Tiquan Underwood\UndeTi00,JAX,,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,203,
562,Javon Walker\WalkJa00,OAK,,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,-1,-0.5,-1.0,,194,
563,Chauncey Washington\WashCh00,DAL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,170,
564,Matt Willis\WillMa00,DEN,,25,1,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,206,
565,George Wilson\WilsGe01,BUF,,28,16,12,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,189,
566,Joe Zelenka\ZeleJo00,ATL,,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,110,
567,Keith Zinger\ZingKe20,ATL,,25,15,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,101,
568,Chris Simms\SimmCh00,DEN,QB,29,3,1,5,17,23,0,1,3,-4,-1.33,0,0,0,0,,0,,,-1,-2,-1.0,-1.5,,77,
569,Caleb Hanie\HaniCa00,CHI,QB,24,2,0,3,7,11,0,1,0,0,,0,0,0,0,,0,,,-2,-2,-0.6,-0.6,,78,
