Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
270,Aaron Brown\BrowAa00,DET,WR,24,15,2,0,0,0,0,0,27,131,4.85,0,15,9,84,9.33,1,,,28,37,39.5,32.0,,107,
271,Alge Crumpler\CrumAl00,TEN,TE,32,16,14,0,0,0,0,0,0,0,,0,37,27,222,8.22,1,,,28,54,57.7,40.7,,38,
272,Joey Haynos\HaynJo00,MIA,TE,25,16,8,0,0,0,0,0,0,0,,0,37,19,162,8.53,2,,,28,46,49.7,36.7,,37,
273,Johnnie Lee Higgins\HiggJo00,OAK,WR,26,15,5,0,0,0,0,0,2,21,10.50,0,45,19,263,13.84,0,,,28,43,48.4,33.9,,106,
274,Desmond Clark\ClarDe00,CHI,TE,32,11,7,0,0,0,0,0,0,0,,0,34,19,145,7.63,2,,,27,46,48.5,36.0,,41,
275,Early Doucet\DoucEa00,ARI,WR,24,9,0,0,0,0,0,0,0,0,,0,24,17,214,12.59,1,,,27,44,47.4,35.9,,108,
276,Heath Evans\EvanHe00,NOR,RB,31,6,5,0,0,0,0,0,5,16,3.20,1,13,10,70,7.00,2,,,27,37,36.6,31.6,,83,
277,Ben Patrick\PatrBe00,ARI,TE,25,9,7,0,0,0,0,0,0,0,,0,16,12,146,12.17,2,,,27,39,41.6,32.6,,40,
278,Delanie Walker\WalkHu00,SFO,TE,25,16,8,0,0,0,0,0,3,34,11.33,0,33,21,233,11.10,0,,,27,46,49.7,35.2,,39,
279,Chris Baker\BakeCh00,NWE,TE,30,16,7,0,0,0,0,0,0,0,,0,19,14,142,10.14,2,,,26,40,43.2,33.2,,42,
280,Isaac Bruce\BrucIs00,SFO,WR,37,10,7,0,0,0,0,0,1,-8,-8.00,0,49,21,264,12.57,0,,,26,47,49.6,36.1,,109,
281,Kellen Davis\DaviKe01,CHI,TE,24,16,2,0,0,0,0,0,0,0,,0,14,9,75,8.33,3,,,26,35,34.5,30.0,,44,
282,Dwayne Jarrett\JarrDw00,CAR,WR,23,13,2,0,0,0,0,0,0,0,,0,31,17,196,11.53,1,,,26,43,45.6,34.1,,110,
283,Sean Ryan\RyanSe00,KAN,TE,29,10,8,0,0,0,0,0,0,0,,0,27,14,135,9.64,2,,,26,40,42.5,32.5,,43,
284,Marty Booker\BookMa00,ATL,WR,33,16,1,0,0,0,0,0,1,7,7.00,0,31,16,181,11.31,1,,,25,41,43.8,32.8,,113,
285,Keenan Burton\BurtKe00,STL,WR,25,9,6,0,0,0,0,0,0,0,,0,45,25,253,10.12,0,,,25,50,53.3,37.8,,111,
286,David Clowney\ClowDa00,NYJ,WR,24,13,3,0,0,0,0,0,3,1,0.33,0,22,14,191,13.64,1,,,25,38,41.7,31.2,,112,
287,Kenneth Darby\DarbKe00,STL,RB,27,16,1,0,0,0,0,0,27,152,5.63,0,24,18,96,5.33,0,,,25,43,45.8,33.8,,84,
288,Domenik Hixon\HixoDo00,NYG,WR,25,14,2,0,0,0,0,0,0,0,,0,28,15,187,12.47,1,,,25,43,47.2,35.2,,114,
289,John Kuhn\KuhnJo00,GNB,RB,27,14,6,0,0,0,0,0,8,18,2.25,1,7,7,47,6.71,2,,,25,32,31.5,28.0,,85,
290,Gary Barnidge\BarnGa01,CAR,TE,24,16,3,0,0,0,0,0,0,0,,0,21,12,242,20.17,0,,,24,35,38.7,29.2,,45,
291,Ahman Green\GreeAh00,GNB,RB,32,8,0,0,0,0,0,0,41,160,3.90,1,5,3,18,6.00,0,,,24,27,29.8,25.3,,86,
292,Justin Peelle\PeelJu00,ATL,TE,30,15,8,0,0,0,0,0,0,0,,0,15,12,115,9.58,2,,,24,36,38.5,29.5,,46,
293,Charlie Frye\FryeCh00,OAK,QB,28,3,3,53,87,581,1,4,4,41,10.25,0,0,0,0,,0,,,23,23,30.3,27.3,,47,
294,Leonard Pope\PopeLe00,KAN,TE,26,13,8,0,0,0,0,0,0,0,,0,30,20,174,8.70,1,,,23,43,46.4,33.4,,47,
295,Laurent Robinson\RobiLa01,STL,WR,24,3,3,0,0,0,0,0,0,0,,0,23,13,167,12.85,1,,,23,36,38.7,29.2,,115,
296,Kahlil Bell\BellKa00,CHI,RB,23,7,0,0,0,0,0,0,40,220,5.50,0,3,1,4,4.00,0,,,22,23,26.4,22.9,,87,
297,David Carr\CarrDa00,NYG,QB,30,6,0,21,33,225,1,0,9,27,3.00,1,0,0,0,,0,,,22,21,21.2,20.7,,48,
298,Vonta Leach\LeacVo00,HOU,RB,28,16,4,0,0,0,0,0,0,0,,0,26,20,155,7.75,1,,,22,42,44.5,31.5,,89,
299,Shawn Nelson\NelsSh00,BUF,TE,24,12,12,0,0,0,0,0,0,0,,0,29,17,156,9.18,1,,,22,37,40.6,28.1,,48,
300,Chad Simpson\SimpCh00,IND,RB,24,14,0,0,0,0,0,0,15,102,6.80,2,4,3,1,0.33,0,,,22,31,34.3,29.8,,88,
301,Eric Weems\WeemEr00,ATL,WR,24,16,0,0,0,0,0,0,8,53,6.63,0,6,6,50,8.33,2,,,22,25,26.8,22.3,,116,
302,Jason Hill\HillJa00,SFO,WR,24,11,0,0,0,0,0,0,0,0,,0,16,9,90,10.00,2,,,21,30,30.0,25.5,,117,
303,Darrius Heyward-Bey\HeywDa00,OAK,WR,22,11,11,0,0,0,0,0,2,19,9.50,0,40,9,124,13.78,1,,,20,29,32.3,24.8,,118,
304,Brad Hoover\HoovBr00,CAR,RB,33,11,4,0,0,0,0,0,20,52,2.60,1,9,4,23,5.75,1,,,20,23,23.0,20.5,,90,
305,Demetrius Williams\WillDe03,BAL,WR,26,12,0,0,0,0,0,0,0,0,,0,17,8,142,17.75,1,,,20,28,31.2,24.2,,119,
306,Marcus Mason\MasoMa00,WAS,RB,25,10,0,0,0,0,0,0,32,127,3.97,0,7,6,58,9.67,0,,,19,25,27.5,21.5,,93,
307,Robert Royal\RoyaRo00,CLE,TE,30,13,11,0,0,0,0,0,0,0,,0,26,11,134,12.18,1,,,19,30,33.4,24.9,,49,
308,Jerramy Stevens\StevJe00,TAM,TE,30,16,8,0,0,0,0,0,0,0,,0,32,15,130,8.67,1,,,19,34,37.0,26.5,,50,
309,Jerheme Urban\UrbaJe00,ARI,WR,29,10,0,0,0,0,0,0,0,0,,0,29,18,186,10.33,0,,,19,37,39.6,27.6,,120,
310,Garrett Wolfe\WolfGa00,CHI,RB,25,8,0,0,0,0,0,0,22,120,5.45,1,3,2,12,6.00,0,,,19,21,24.2,20.2,,91,
311,Jason Wright\WrigJa01,ARI,RB,27,16,0,0,0,0,0,0,3,17,5.67,0,11,9,53,5.89,2,,,19,28,28.0,23.5,,92,
312,Todd Yoder\YodeTo00,WAS,TE,31,16,1,0,0,0,0,0,0,0,,0,5,4,9,2.25,3,,,19,23,22.9,20.9,,51,
313,Deon Butler\ButlDe00,SEA,WR,23,16,0,0,0,0,0,0,0,0,,0,42,15,175,11.67,0,,,18,33,35.5,25.0,,123,
314,Jeff Dugan\DugaJe00,MIN,TE,28,16,4,0,0,0,0,0,3,7,2.33,0,6,6,52,8.67,2,,,18,24,23.9,20.9,,53,
315,Jerome Felton\FeltJe00,DET,RB,23,13,8,0,0,0,0,0,15,46,3.07,0,17,13,133,10.23,0,,,18,31,33.9,24.4,,96,
316,Earnest Graham\GrahEa00,TAM,RB,29,13,6,0,0,0,0,0,14,66,4.71,0,22,14,109,7.79,0,,,18,32,34.5,24.5,,97,
317,Justin Griffith\GrifJu00,SEA,RB,29,13,11,0,0,0,0,0,4,6,1.50,0,26,19,118,6.21,1,,,18,36,39.9,26.9,,95,
318,Mike Hart\HartMi00,IND,RB,23,9,0,0,0,0,0,0,26,70,2.69,1,8,5,54,10.80,0,,,18,23,23.4,20.9,,94,
319,Sam Hurd\HurdSa00,DAL,WR,24,16,1,0,0,0,0,0,0,0,,0,12,7,121,17.29,1,,,18,25,28.1,21.6,,121,
320,Lance Long\LongLa00,2TM,WR,24,8,1,0,0,0,0,0,1,-1,-1.00,0,38,20,178,8.90,0,,,18,37,40.2,26.7,,122,
321,Ernest Wilford\WilfEr00,JAX,TE,30,15,7,0,0,0,0,0,0,0,,0,21,11,123,11.18,1,,,18,29,32.3,23.8,,52,
322,Brodie Croyle\CroyBr00,KAN,QB,26,3,1,23,40,230,2,0,0,0,,0,0,0,0,,0,,,17,16,16.7,16.2,,51,
323,Dennis Dixon\DixoDe00,PIT,QB,24,1,1,12,26,145,1,1,3,27,9.00,1,0,0,0,,0,,,17,17,17.5,17.5,,52,
324,Mike Furrey\FurrMi00,CLE,WR,32,16,4,0,0,0,0,0,0,0,,0,39,23,170,7.39,0,,,17,40,43.0,28.5,,124,
325,Keith Null\NullKe00,STL,QB,24,4,4,73,119,566,3,9,5,6,1.20,0,0,0,0,,0,,,17,14,27.7,23.2,,49,
326,Chad Pennington\PennCh01,MIA,QB,33,3,3,51,74,413,1,2,3,7,2.33,0,0,0,0,,0,,,17,14,20.7,16.2,,50,
327,Lousaka Polite\PoliLo00,MIA,RB,28,16,9,0,0,0,0,0,37,123,3.32,0,23,11,51,4.64,0,,,17,27,30.9,21.9,,98,
328,Martellus Bennett\BennMa00,DAL,TE,22,14,6,0,0,0,0,0,0,0,,0,30,15,159,10.60,0,,,16,31,33.9,23.4,,54,
329,Derek Hagan\HagaDe00,NYG,WR,25,16,0,0,0,0,0,0,0,0,,0,8,8,101,12.63,1,,,16,24,27.1,20.1,,125,
330,Greg Lewis\LewiGr01,MIN,WR,29,13,1,0,0,0,0,0,0,0,,0,11,8,96,12.00,1,,,16,24,23.6,19.6,,126,
331,Evan Moore\MoorEv00,CLE,TE,24,5,0,0,0,0,0,0,0,0,,0,23,12,158,13.17,0,,,16,28,30.8,21.8,,55,
332,LaRod Stephens-Howling\StepLa00,ARI,RB,22,16,2,0,0,0,0,0,6,15,2.50,0,18,10,83,8.30,1,,,16,31,31.3,25.8,,99,
333,Reggie Brown\BrowRe01,PHI,WR,28,14,2,0,0,0,0,0,1,-3,-3.00,0,24,9,155,17.22,0,,,15,24,27.2,19.7,,127,
334,Daniel Coats\CoatDa00,CIN,TE,25,16,11,0,0,0,0,0,0,0,,0,31,16,150,9.38,0,,,15,29,33.0,21.0,,56,
335,Danny Ware\WareDa00,NYG,RB,24,8,0,0,0,0,0,0,13,73,5.62,1,4,3,15,5.00,0,,,15,17,17.3,15.3,,100,
336,Danny Woodhead\WoodDa02,NYJ,WR,24,10,0,0,0,0,0,0,15,64,4.27,0,14,8,87,10.88,0,,,15,23,23.1,19.1,,128,
337,Mike Cox\Cox_Mi20,KAN,RB,24,16,10,0,0,0,0,0,3,5,1.67,1,13,10,79,7.90,0,,,14,24,24.4,19.4,,102,
338,Brian Hoyer\HoyeBr00,NWE,QB,24,5,0,19,27,142,0,0,10,25,2.50,1,0,0,0,,0,,,14,14,14.2,14.2,,53,
339,Edgerrin James\JameEd00,SEA,RB,31,7,0,0,0,0,0,0,46,125,2.72,0,3,3,19,6.33,0,,,14,16,19.9,14.9,,101,
340,Michael Bennett\BennMi00,SDG,RB,31,6,0,0,0,0,0,0,23,65,2.83,0,7,6,65,10.83,0,,,13,19,19.0,16.0,,108,
341,Tim Castille\CastTi20,KAN,RB,25,7,0,0,1,0,0,1,14,55,3.93,0,6,4,37,9.25,1,,,13,16,17.7,15.2,,105,
342,Casey Fitzsimmons\FitzCa00,DET,WR,29,12,1,0,0,0,0,0,0,0,,0,27,18,128,7.11,0,,,13,30,33.3,20.8,,130,
343,BenJarvus Green-Ellis\GreeBe00,NWE,RB,24,12,0,0,0,0,0,0,26,114,4.38,0,5,2,11,5.50,0,,,13,15,17.5,13.5,,109,
344,Steve Heiden\HeidSt00,CLE,TE,33,7,6,0,0,0,0,0,0,0,,0,17,10,73,7.30,1,,,13,22,22.8,17.3,,57,
345,Peyton Hillis\HillPe00,DEN,RB,23,14,2,0,0,0,0,0,13,54,4.15,1,6,4,19,4.75,0,,,13,16,16.8,14.3,,103,
346,Nate Hughes\HughNa00,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,12,5,70,14.00,1,,,13,18,18.0,15.5,,129,
347,Moran Norris\NorrMo00,SFO,RB,31,16,7,0,0,0,0,0,14,41,2.93,1,11,7,31,4.43,0,,,13,19,19.7,15.7,,106,
348,Tyrell Sutton\SuttTy00,CAR,RB,23,7,1,0,0,0,0,0,12,68,5.67,0,11,6,62,10.33,0,,,13,19,19.0,16.0,,107,
349,Naufahu Tahi\TahiNa00,MIN,RB,28,15,2,0,0,0,0,0,3,5,1.67,0,12,10,67,6.70,1,,,13,23,23.2,18.2,,104,
350,Anthony Becht\BechAn00,ARI,TE,32,16,10,0,0,0,0,0,0,0,,0,12,7,61,8.71,1,,,12,18,18.6,14.6,,58,
351,Brad Cottam\CottBr00,KAN,TE,25,8,1,0,0,0,0,0,0,0,,0,15,9,120,13.33,0,,,12,21,24.0,16.5,,59,
352,Michael Gaines\GainMi00,2TM,RB,29,10,7,0,0,0,0,0,0,0,,0,9,5,59,11.80,1,,,12,17,16.9,14.4,,111,
353,Brandon Lloyd\LloyBr00,DEN,WR,28,2,1,0,0,0,0,0,0,0,,0,18,8,117,14.63,0,,,12,20,22.7,15.7,,131,
354,Ovie Mughelli\MughOv00,ATL,RB,29,14,7,0,0,0,0,0,4,10,2.50,0,10,7,51,7.29,1,,,12,19,19.1,15.6,,110,
355,Jarett Dillard\DillJa00,JAX,WR,24,7,0,0,0,0,0,0,0,0,,0,8,6,106,17.67,0,,,11,17,19.6,13.6,,134,
356,Brian Finneran\FinnBr00,ATL,WR,33,10,2,0,0,0,0,0,0,0,,0,16,11,111,10.09,0,,,11,22,25.1,16.6,,132,
357,Lavelle Hawkins\HawkLa00,TEN,WR,23,10,0,0,0,0,0,0,0,0,,0,14,7,110,15.71,0,,,11,18,21.0,14.5,,133,
358,Tarvaris Jackson\JackTa00,MIN,QB,26,8,0,14,21,201,1,0,17,-10,-0.59,0,0,0,0,,0,,,11,11,11.0,11.0,,54,
359,Matt Leinart\LeinMa00,ARI,QB,26,8,1,51,77,435,0,3,9,-6,-0.67,0,0,0,0,,0,,,11,10,16.3,12.8,,55,
360,Brian Robiskie\RobiBr00,CLE,WR,22,11,1,0,0,0,0,0,0,0,,0,20,7,106,15.14,0,,,11,18,20.6,14.1,,135,
361,Tom Santi\SantTo00,IND,TE,24,3,2,0,0,0,0,0,0,0,,0,11,8,107,13.38,0,,,11,18,21.2,13.7,,60,
362,Eldra Buckley\BuckEl00,PHI,RB,24,16,0,0,0,0,0,0,15,44,2.93,1,0,0,0,,0,,,10,10,10.4,10.4,,112,
363,Jacob Hester\HestJa00,SDG,RB,24,15,10,0,0,0,0,0,21,74,3.52,0,11,9,24,2.67,0,,,10,18,24.3,19.3,,113,
364,Ruvell Martin\MartRu00,STL,WR,27,8,0,0,0,0,0,0,0,0,,0,12,6,99,16.50,0,,,10,16,15.9,12.9,,137,
365,Kevin Ogletree\OgleKe00,DAL,WR,22,11,0,0,0,0,0,0,1,6,6.00,0,8,7,96,13.71,0,,,10,15,16.2,11.7,,136,
366,Gary Russell\RussGa00,OAK,RB,23,12,4,0,0,0,0,0,3,0,0.00,0,15,12,96,8.00,0,,,10,21,21.1,14.6,,114,
367,Dantrell Savage\SavaDa20,KAN,RB,24,5,0,0,0,0,0,0,10,45,4.50,0,11,7,51,7.29,0,,,10,16,16.1,12.1,,115,
368,Derek Schouman\SchoDe00,BUF,TE,24,2,2,0,0,0,0,0,0,0,,0,11,9,103,11.44,0,,,10,19,22.3,14.8,,61,
369,Billy Volek\VoleBi00,SDG,QB,33,4,0,20,31,231,1,1,9,-9,-1.00,0,0,0,0,,0,,,10,10,11.3,11.3,,56,
370,Billy Bajema\BajeBi00,STL,TE,27,16,5,0,0,0,0,0,0,0,,0,11,8,94,11.75,0,,,9,17,17.4,13.4,,62,
371,LaMont Jordan\JordLa00,DEN,RB,31,9,0,0,0,0,0,0,25,86,3.44,0,4,0,0,,0,,,9,9,8.6,8.6,,118,
372,Corey McIntyre\McInCo00,BUF,RB,30,15,4,0,0,0,0,0,5,34,6.80,0,8,7,55,7.86,0,,,9,16,15.9,12.4,,116,
373,Matt Spaeth\SpaeMa00,PIT,RB,26,16,8,0,0,0,0,0,0,0,,0,7,5,25,5.00,1,,,9,13,13.0,10.0,,119,
374,Kory Sperry\SperKo00,MIA,TE,24,8,1,0,0,0,0,0,0,0,,0,6,3,31,10.33,1,,,9,12,12.1,10.6,,63,
375,Lawrence Vickers\VickLa00,CLE,RB,26,16,9,0,0,0,0,0,0,0,,0,18,8,27,3.38,1,,,9,16,16.2,11.7,,117,
376,Todd Watkins\WatkTo20,OAK,WR,26,13,1,0,0,0,0,0,0,0,,0,19,8,90,11.25,0,,,9,17,17.0,13.0,,138,
377,Kris Wilson\WilsKr00,SDG,TE,28,16,0,0,0,0,0,0,0,0,,0,6,4,28,7.00,1,,,9,13,12.8,10.8,,64,
378,Kevin Curtis\CurtKe00,PHI,WR,31,3,1,0,0,0,0,0,0,0,,0,15,6,77,12.83,0,,,8,14,13.7,10.7,,140,
379,Darnell Dinkins\DinkDa00,NOR,TE,32,11,3,0,0,0,0,0,0,0,,0,7,5,22,4.40,1,,,8,13,13.2,10.7,,65,
380,Ahmard Hall\HallAh00,TEN,RB,30,16,7,0,0,0,0,0,1,5,5.00,0,16,12,79,6.58,0,,,8,18,19.4,12.4,,120,
381,Madison Hedgecock\HedgMa00,NYG,RB,28,16,9,0,0,0,0,0,0,0,,0,9,4,23,5.75,1,,,8,12,12.3,10.3,,121,
382,Sinorice Moss\MossSi00,NYG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,1,18,18.00,1,,,8,8,8.3,7.3,,139,
383,Owen Schmitt\SchmOw00,SEA,RB,24,15,1,0,0,0,0,0,0,0,,0,11,6,21,3.50,1,,,8,14,14.1,11.1,,122,
384,Troy Smith\SmitTr02,BAL,QB,25,4,0,5,9,24,0,1,8,31,3.88,1,0,0,0,,0,,,8,8,9.1,9.1,,58,
385,Drew Stanton\StanDr00,DET,QB,25,3,1,26,51,259,0,6,9,33,3.67,1,0,0,0,,0,,,8,7,13.2,12.7,,59,
386,Tony Stewart\StewTo00,OAK,TE,30,15,4,0,0,0,0,0,0,0,,0,15,10,78,7.80,0,,,8,18,17.8,12.8,,66,
387,Pat White\WhitPa01,MIA,QB,23,13,0,0,5,0,0,0,21,81,3.86,0,0,0,0,,0,,,8,7,7.6,7.1,,57,
388,Brian Clark\ClarBr00,TAM,WR,26,14,0,0,0,0,0,0,0,0,,0,18,6,65,10.83,0,,,7,13,12.5,9.5,,143,
389,Jared Cook\CookJa02,TEN,TE,22,14,0,0,0,0,0,0,0,0,,0,15,9,74,8.22,0,,,7,16,16.4,11.9,,67,
390,Terrance Copper\CoppTe00,KAN,WR,27,15,2,0,0,0,0,0,0,0,,0,6,4,68,17.00,0,,,7,11,10.8,8.8,,141,
391,Joey Galloway\GallJo00,NWE,WR,38,3,2,0,0,0,0,0,0,0,,0,20,7,67,9.57,0,,,7,14,13.7,10.2,,142,
392,Jim Kleinsasser\KleiJi00,MIN,TE,32,16,8,0,0,0,0,0,0,0,,0,16,10,70,7.00,0,,,7,17,17.0,12.0,,68,
393,Chris Ogbonnaya\OgboCh00,STL,RB,23,2,0,0,0,0,0,0,11,50,4.55,0,2,1,19,19.00,0,,,7,8,7.9,7.4,,124,
394,Louis Rankin\RankLo00,2TM,RB,24,9,0,0,0,0,0,0,8,36,4.50,0,7,5,33,6.60,0,,,7,11,11.4,8.4,,123,
395,Travis Beckum\BeckTr00,NYG,TE,22,15,2,0,0,0,0,0,0,0,,0,10,8,55,6.88,0,,,6,14,13.5,9.5,,73,
396,James Casey\CaseJa00,HOU,TE,25,15,0,0,0,0,0,0,0,0,,0,12,6,64,10.67,0,,,6,12,12.4,9.4,,69,
397,Patrick Cobbs\CobbPa00,MIA,RB,26,5,0,0,0,0,0,0,6,36,6.00,0,4,3,23,7.67,0,,,6,9,8.9,7.4,,128,
398,Todd Collins\CollTo00,WAS,QB,38,3,0,12,23,144,0,0,1,0,0.00,0,0,0,0,,0,,,6,4,4.8,3.8,,60,
399,Andre' Davis\DaviAn01,HOU,WR,30,14,1,0,0,0,0,0,0,0,,0,11,6,59,9.83,0,,,6,12,11.9,8.9,,146,
400,Craig Davis\DaviCr00,SDG,WR,24,1,0,0,0,0,0,0,1,4,4.00,0,7,6,52,8.67,0,,,6,12,11.6,8.6,,148,
401,Bobby Engram\EngrBo00,KAN,WR,36,5,0,0,0,0,0,0,0,0,,0,10,5,61,12.20,0,,,6,11,11.1,8.6,,144,
402,Derek Fine\FineDe00,BUF,TE,26,8,6,0,0,0,0,0,0,0,,0,18,9,64,7.11,0,,,6,15,15.4,10.9,,70,
403,Mike Goodson\GoodMi00,CAR,RB,22,8,0,0,0,0,0,0,22,49,2.23,0,2,2,15,7.50,0,,,6,7,7.9,6.4,,125,
404,Ben Hartsock\HartBe00,NYJ,TE,29,16,7,0,0,0,0,0,0,0,,0,4,1,2,2.00,1,,,6,7,7.2,6.7,,71,
405,Kenny Moore\MoorKe00,CAR,WR,24,12,1,0,0,0,0,0,0,0,,0,11,6,59,9.83,0,,,6,11,11.4,7.9,,145,
406,Adrian Peterson\PeteAd00,CHI,RB,30,14,0,0,0,0,0,0,7,51,7.29,0,2,2,11,5.50,0,,,6,8,8.2,7.2,,127,
407,John Phillips\PhilJo00,DAL,TE,22,16,4,0,0,0,0,0,0,0,,0,9,7,62,8.86,0,,,6,13,13.2,9.7,,72,
408,Tony Richardson\RichTo00,NYJ,RB,38,16,10,0,0,0,0,0,7,48,6.86,0,5,3,10,3.33,0,,,6,9,8.8,7.3,,129,
409,Gijon Robinson\RobiGi21,IND,RB,25,13,10,0,0,0,0,0,0,0,,0,15,9,62,6.89,0,,,6,15,15.2,10.7,,126,
410,Derrick Williams\WillDe05,DET,WR,23,11,0,0,0,0,0,0,1,4,4.00,0,13,6,52,8.67,0,,,6,10,10.6,6.6,,147,
411,Kellen Clemens\ClemKe00,NYJ,QB,26,10,1,13,26,125,0,0,12,1,0.08,0,0,0,0,,0,,,5,3,4.1,3.1,,61,
412,Quan Cosby\CosbQu00,CIN,WR,27,16,0,0,0,0,0,0,1,-2,-2.00,0,6,4,55,13.75,0,,,5,7,8.3,5.3,,149,
413,Greg Estandia\EstaGr01,2TM,TE,27,6,1,0,0,0,0,0,0,0,,0,13,4,45,11.25,0,,,5,9,8.5,6.5,,74,
414,Samkon Gado\GadoSa00,STL,RB,27,15,0,0,0,0,0,0,14,26,1.86,0,3,3,25,8.33,0,,,5,8,8.1,6.6,,131,
415,Jeremi Johnson\JohnJe00,CIN,RB,29,16,8,0,0,0,0,0,4,8,2.00,0,12,6,41,6.83,0,,,5,10,10.4,6.9,,133,
416,Quinten Lawrence\LawrQu00,KAN,WR,25,6,1,0,0,0,0,0,2,42,21.00,0,2,1,9,9.00,0,,,5,6,6.1,5.6,,150,
417,Javon Ringer\RingJa00,TEN,RB,22,7,0,0,0,0,0,0,8,48,6.00,0,0,0,0,,0,,,5,5,4.8,4.8,,134,
418,Aaron Stecker\StecAa00,ATL,RB,34,9,0,0,0,0,0,0,5,15,3.00,0,5,5,34,6.80,0,,,5,10,9.9,7.4,,132,
419,Albert Young\YounAl01,MIN,RB,24,7,0,0,0,0,0,0,12,53,4.42,0,0,0,0,,0,,,5,5,5.3,5.3,,130,
420,Arnaz Battle\BattAr00,SFO,WR,29,15,0,0,0,0,0,0,0,0,,0,5,5,40,8.00,0,,,4,3,6.0,0.5,,152,
421,Rashied Davis\DaviRa00,CHI,WR,30,16,0,0,0,0,0,0,0,0,,0,8,5,35,7.00,0,,,4,9,8.5,6.0,,154,
422,Korey Hall\HallKo99,GNB,RB,26,11,5,0,0,0,0,0,0,0,,0,7,5,41,8.20,0,,,4,9,9.1,6.6,,137,
423,Gartrell Johnson\JohnGa01,NYG,RB,23,10,0,0,0,0,0,0,13,43,3.31,0,1,0,0,,0,,,4,4,4.3,4.3,,135,
424,Greg Jones\JoneGr01,JAX,RB,28,13,7,0,0,0,0,0,4,23,5.75,0,10,5,14,2.80,0,,,4,9,8.7,6.2,,139,
425,Ben Obomanu\ObomBe00,SEA,WR,26,14,0,0,0,0,0,0,0,0,,0,5,4,41,10.25,0,,,4,7,7.6,5.1,,151,
426,Roscoe Parrish\ParrRo00,BUF,WR,27,12,0,0,0,0,0,0,2,4,2.00,0,6,3,34,11.33,0,,,4,2,4.3,0.3,,153,
427,Kolby Smith\SmitKo00,KAN,RB,25,4,0,0,0,0,0,0,15,33,2.20,0,2,2,9,4.50,0,,,4,6,6.2,5.2,,136,
428,Stephen Spach\SpacSt00,ARI,TE,27,7,5,0,0,0,0,0,0,0,,0,10,4,38,9.50,0,,,4,8,7.8,5.8,,76,
429,Jonathan Stupar\StupJo00,BUF,TE,25,14,2,0,0,0,0,0,0,0,,0,11,6,40,6.67,0,,,4,10,10.0,7.0,,75,
430,Jacob Tamme\TammJa00,IND,TE,24,16,1,0,0,0,0,0,0,0,,0,10,3,35,11.67,0,,,4,7,6.5,5.0,,77,
431,Tyler Thigpen\ThigTy00,2TM,QB,25,2,0,4,8,83,1,2,2,3,1.50,0,0,0,0,,0,,,4,4,5.6,5.6,,62,
432,DeShawn Wynn\WynnDe00,GNB,RB,26,4,0,0,0,0,0,0,6,19,3.17,0,7,2,19,9.50,0,,,4,6,5.8,4.8,,138,
433,Hank Baskett\BaskHa00,2TM,WR,27,12,0,0,0,0,0,0,0,0,,0,12,5,34,6.80,0,,,3,8,8.4,5.9,,155,
434,Darcy Johnson\JohnDa03,NYG,TE,26,13,4,0,0,0,0,0,0,0,,0,7,5,32,6.40,0,,,3,7,7.7,4.7,,78,
435,Luke Lawton\LawtLu00,OAK,RB,29,13,3,0,0,0,0,0,0,0,,0,10,7,31,4.43,0,,,3,10,10.1,6.6,,140,
436,Marko Mitchell\MitcMa00,WAS,WR,24,10,0,0,0,0,0,0,0,0,,0,7,4,32,8.00,0,,,3,7,7.2,5.2,,157,
437,Jake Nordin\NordJa00,DET,WR,25,4,1,0,0,0,0,0,0,0,,0,3,2,26,13.00,0,,,3,5,4.6,3.6,,158,
438,J.T. O'Sullivan\OSulJ.00,CIN,QB,30,3,0,4,11,40,0,0,3,12,4.00,0,0,0,0,,0,,,3,1,1.8,0.8,,63,
439,Michael Robinson\RobiMi00,SFO,RB,26,15,0,0,0,0,0,0,3,2,0.67,0,11,6,24,4.00,0,,,3,9,8.6,5.6,,141,
440,Alex Smith\SmitAl02,PHI,WR,27,16,5,0,0,0,0,0,0,0,,0,8,3,25,8.33,0,,,3,6,5.5,4.0,,159,
441,L.J. Smith\SmitL.00,BAL,TE,29,12,0,0,0,0,0,0,0,0,,0,3,2,31,15.50,0,,,3,5,5.1,4.1,,79,
442,Brian St. Pierre\St.PBr20,ARI,QB,30,1,0,2,4,12,1,1,1,2,2.00,0,0,0,0,,0,,,3,2,3.2,2.7,,64,
443,Troy Williamson\WillTr01,JAX,WR,26,2,1,0,0,0,0,0,0,0,,0,4,3,34,11.33,0,,,3,5,5.9,3.9,,156,
444,Ramses Barden\BardRa00,NYG,WR,23,3,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,,,2,3,2.6,2.1,,165,
445,Jackie Battle\BattJa00,KAN,RB,26,5,0,0,0,0,0,0,7,21,3.00,0,2,2,-3,-1.50,0,,,2,4,3.8,2.8,,148,
446,Brian Brohm\BrohBr00,BUF,QB,24,2,1,17,29,146,0,2,3,-3,-1.00,0,0,0,0,,0,,,2,2,3.5,3.5,,65,
