Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
348,Clay Harbor\HarbCl00,PHI,TE,23,9,6,0,0,0,0,0,0,0,,0,15,9,72,8.00,1,,,13,22,22.2,17.7,,55,
349,Spencer Larsen\LarsSp99,DEN,RB,26,11,5,0,0,0,0,0,3,18,6.00,0,5,5,51,10.20,1,,,13,18,17.9,15.4,,98,
350,Dimitri Nance\NancDi00,GNB,RB,22,12,0,0,0,0,0,0,36,95,2.64,0,4,3,30,10.00,0,,,13,16,15.5,14.0,,100,
351,Michael Robinson\RobiMi00,SEA,RB,27,11,4,1,1,28,0,0,12,77,6.42,0,13,8,37,4.63,0,,,13,21,20.5,16.5,,99,
352,Donte' Stallworth\StalDo00,BAL,WR,30,8,0,0,0,0,0,0,5,45,9.00,0,5,2,82,41.00,0,,,13,14,14.2,12.7,,141,
353,David Anderson\AndeDa01,HOU,WR,27,12,1,0,0,0,0,0,0,0,,0,18,11,117,10.64,0,,,12,23,25.7,17.2,,145,
354,Jackie Battle\BattJa00,KAN,RB,27,16,0,0,0,0,0,0,20,50,2.50,1,3,1,9,9.00,0,,,12,13,12.9,12.4,,102,
355,David Clowney\ClowDa00,2TM,WR,25,13,0,0,0,0,0,0,0,0,,0,16,7,124,17.71,0,,,12,19,22.4,15.9,,142,
356,Sam Hurd\HurdSa00,DAL,WR,25,15,1,0,0,0,0,0,0,0,,0,23,14,120,8.57,0,,,12,26,29.0,19.0,,143,
357,Max Komar\KomaMa00,ARI,WR,23,8,0,0,0,0,0,0,0,0,,0,22,12,117,9.75,0,,,12,21,25.2,14.7,,147,
358,Laurence Maroney\MaroLa00,DEN,RB,25,4,3,0,0,0,0,0,36,74,2.06,0,7,4,50,12.50,0,,,12,15,15.9,13.4,,101,
359,Cameron Morrah\MorrCa00,SEA,WR,23,15,3,0,0,0,0,0,0,0,,0,18,9,117,13.00,0,,,12,21,23.7,16.2,,146,
360,Kassim Osgood\OsgoKa00,JAX,WR,30,16,3,0,0,0,0,0,0,0,,0,16,6,60,10.00,1,,,12,18,18.0,15.0,,144,
361,Ben Patrick\PatrBe00,ARI,TE,26,15,7,0,0,0,0,0,0,0,,0,18,15,123,8.20,0,,,12,26,29.8,18.8,,56,
362,Robert Royal\RoyaRo00,CLE,WR,31,15,4,0,0,0,0,0,0,0,,0,12,5,56,11.20,1,,,12,17,16.6,14.1,,148,
363,James Starks\StarJa00,GNB,RB,24,3,0,0,0,0,0,0,29,101,3.48,0,4,2,15,7.50,0,,,12,14,16.6,12.6,,103,
364,Mark Brunell\BrunMa00,NYJ,QB,40,2,0,7,13,117,2,1,0,0,,0,0,0,0,,0,,,11,11,11.7,11.7,,56,
365,John Conner\ConnJo00,NYJ,RB,23,16,0,0,0,0,0,0,8,44,5.50,1,4,2,9,4.50,0,,,11,13,13.3,12.3,,104,
366,James Davis\DaviJa03,2TM,RB,24,7,0,0,0,0,0,0,19,60,3.16,0,5,4,45,11.25,0,,,11,15,14.5,12.5,,107,
367,Dennis Dixon\DixoDe00,PIT,QB,25,2,2,22,32,254,0,1,5,32,6.40,0,0,0,0,,0,,,11,9,11.4,10.4,,55,
368,Kevin Faulk\FaulKe00,NWE,RB,34,2,2,0,0,0,0,0,8,45,5.63,0,10,6,62,10.33,0,,,11,17,16.7,13.7,,106,
369,Chris Gronkowski\GronCh00,DAL,RB,24,14,7,0,0,0,0,0,5,17,3.40,0,14,7,35,5.00,1,,,11,18,18.2,14.7,,105,
370,Jonathan Stupar\StupJo00,BUF,TE,26,16,3,0,0,0,0,0,0,0,,0,13,12,111,9.25,0,,,11,22,25.6,16.1,,57,
371,Tiquan Underwood\UndeTi00,JAX,WR,23,10,0,0,0,0,0,0,0,0,,0,22,8,111,13.88,0,,,11,19,22.1,15.1,,149,
372,Roydell Williams\WillRo05,WAS,WR,29,16,0,0,0,0,0,0,0,0,,0,18,8,109,13.63,0,,,11,19,21.9,14.9,,150,
373,Aaron Brown\BrowAa00,DET,RB,25,6,0,0,0,0,0,0,17,58,3.41,0,13,8,45,5.63,0,,,10,18,18.3,14.3,,109,
374,James Casey\CaseJa00,HOU,TE,26,16,4,0,0,0,0,0,0,0,,0,14,8,98,12.25,0,,,10,18,17.8,13.8,,59,
375,Julian Edelman\EdelJu00,NWE,WR,24,15,3,0,0,0,0,0,2,14,7.00,0,14,7,86,12.29,0,,,10,22,22.5,18.5,,154,
376,Heath Evans\EvanHe00,NOR,RB,32,16,6,0,0,0,0,0,2,2,1.00,0,11,7,41,5.86,1,,,10,17,17.3,13.8,,110,
377,Ahmard Hall\HallAh00,TEN,RB,31,16,4,0,0,0,0,0,1,1,1.00,0,20,15,100,6.67,0,,,10,25,28.1,17.6,,112,
378,Will Heller\HellWi00,DET,TE,29,16,5,0,0,0,0,0,0,0,,0,5,4,37,9.25,1,,,10,14,13.7,11.7,,60,
379,Johnnie Lee Higgins\HiggJo00,OAK,WR,27,13,1,0,0,0,0,0,0,0,,0,30,10,103,10.30,0,,,10,20,23.3,15.3,,151,
380,Stefan Logan\LogaSt00,DET,WR,29,16,0,0,1,0,0,0,15,95,6.33,0,1,0,0,,0,,,10,14,14.5,13.5,,156,
381,Brandon Manumaleuna\ManuBr00,CHI,RB,30,16,13,0,0,0,0,0,0,0,,0,7,5,43,8.60,1,,,10,15,15.3,12.8,,111,
382,David Martin\MartDa00,BUF,TE,31,16,9,0,0,0,0,0,0,0,,0,8,7,43,6.14,1,,,10,17,17.3,13.8,,58,
383,Corey McIntyre\McInCo00,BUF,RB,31,16,7,0,0,0,0,0,4,5,1.25,1,8,4,32,8.00,0,,,10,13,13.2,10.7,,114,
384,Chaz Schilens\SchiCh00,OAK,WR,25,5,0,0,0,0,0,0,0,0,,0,9,5,40,8.00,1,,,10,15,15.0,12.5,,153,
385,Steve Slaton\SlatSt00,HOU,RB,24,12,1,0,0,0,0,0,19,93,4.89,0,4,3,11,3.67,0,,,10,13,13.4,11.9,,108,
386,Naufahu Tahi\TahiNa00,MIN,RB,29,15,7,0,0,0,0,0,1,1,1.00,0,6,6,39,6.50,1,,,10,16,16.0,13.0,,113,
387,Stephen Williams\WillSt01,ARI,WR,24,11,3,0,0,0,0,0,0,0,,0,23,9,101,11.22,0,,,10,19,22.1,14.6,,152,
388,Dominique Zeigler\ZiegDo00,SFO,WR,26,11,0,0,0,0,0,0,0,0,,0,15,9,98,10.89,0,,,10,19,18.8,14.3,,155,
389,Vonta Leach*+\LeacVo00,HOU,RB,29,16,5,0,0,0,0,0,0,0,,0,15,8,91,11.38,0,,,9,17,17.1,13.1,,115,
390,Michael Palmer\PalmMi00,ATL,TE,22,14,1,0,0,0,0,0,0,0,,0,8,5,29,5.80,1,,,9,14,13.9,11.4,,61,
391,Adrian Arrington\ArriAd00,NOR,WR,25,1,0,0,0,0,0,0,0,0,,0,9,7,79,11.29,0,,,8,15,14.9,11.4,,157,
392,Eldra Buckley\BuckEl00,PHI,RB,25,16,0,0,0,0,0,0,21,67,3.19,0,2,1,10,10.00,0,,,8,8,8.2,7.2,,118,
393,Kellen Davis\DaviKe01,CHI,TE,25,16,3,0,0,0,0,0,0,0,,0,2,1,19,19.00,1,,,8,9,8.9,8.4,,63,
394,Josh Johnson\JohnJo05,TAM,QB,24,11,0,14,16,111,0,0,4,39,9.75,0,1,0,0,,0,,,8,8,8.3,8.3,,57,
395,Brandon Myers\MyerBr00,OAK,TE,25,15,3,0,0,0,0,0,0,0,,0,16,12,80,6.67,0,,,8,19,19.5,13.0,,62,
396,Keith Toston\TostKe00,STL,RB,23,16,0,0,0,0,0,0,19,54,2.84,0,2,2,29,14.50,0,,,8,10,10.3,9.3,,116,
397,Darrel Young\YounDa01,WAS,RB,23,16,0,0,0,0,0,0,4,19,4.75,0,1,1,3,3.00,1,,,8,9,9.2,8.7,,117,
398,Khalif Barnes\BarnKh20,OAK,TE,28,16,3,0,0,0,0,0,0,0,,0,2,2,8,4.00,1,,,7,9,8.8,7.8,,68,
399,Kellen Clemens\ClemKe00,NYJ,QB,27,1,0,1,2,6,0,0,2,9,4.50,1,0,0,0,,0,,,7,7,7.1,7.1,,58,
400,Anthony Gonzalez\GonzAn00,IND,WR,26,2,0,0,0,0,0,0,0,0,,0,9,5,67,13.40,0,,,7,12,11.7,9.2,,160,
401,Dan Gronkowski\GronDa00,DEN,TE,25,12,4,0,0,0,0,0,0,0,,0,13,8,65,8.13,0,,,7,15,14.5,10.5,,69,
402,Bear Pascoe\PascBe00,NYG,TE,24,15,11,0,0,0,0,0,0,0,,0,13,9,72,8.00,0,,,7,16,16.2,11.7,,66,
403,Logan Paulsen\PaulLo00,WAS,TE,23,11,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,1,,,7,9,9.0,8.0,,67,
404,Gijon Robinson\RobiGi21,IND,TE,26,11,2,0,0,0,0,0,0,0,,0,7,3,12,4.00,1,,,7,10,10.2,8.7,,65,
405,Kory Sperry\SperKo00,SDG,WR,25,7,1,0,0,0,0,0,0,0,,0,4,4,73,18.25,0,,,7,11,11.3,9.3,,158,
406,Brian St. Pierre\St.PBr20,CAR,QB,31,1,1,13,28,173,1,2,0,0,,0,0,0,0,,0,,,7,7,8.9,8.9,,59,
407,Brett Swain\SwaiBr00,GNB,WR,25,16,1,0,0,0,0,0,0,0,,0,9,6,72,12.00,0,,,7,13,13.2,10.2,,159,
408,Josh Vaughan\VaugJo01,CAR,RB,24,3,0,0,0,0,0,0,3,7,2.33,1,0,0,0,,0,,,7,7,6.7,6.7,,120,
409,Kris Wilson\WilsKr00,SDG,TE,29,14,7,0,0,0,0,0,0,0,,0,,6,73,12.17,0,,,7,12,12.8,9.3,,64,
410,Jason Wright\WrigJa01,ARI,RB,28,15,1,0,0,0,0,0,6,28,4.67,0,16,8,42,5.25,0,,,7,14,14.5,10.0,,119,
411,Ramses Barden\BardRa00,NYG,WR,24,6,0,0,0,0,0,0,0,0,,0,7,5,64,12.80,0,,,6,11,11.4,8.9,,161,
412,Tom Crabtree\CrabTo00,GNB,TE,25,16,1,0,0,0,0,0,0,0,,0,7,4,61,15.25,0,,,6,10,10.1,8.1,,70,
413,Tony Fiammetta\FiamTo00,CAR,RB,24,14,9,0,0,0,0,0,7,22,3.14,0,10,5,34,6.80,0,,,6,11,10.6,8.1,,121,
414,Mardy Gilyard\GilyMa00,STL,WR,24,11,2,0,0,0,0,0,0,0,,0,16,6,63,10.50,0,,,6,11,11.8,8.3,,162,
415,Max Hall\HallMa00,ARI,QB,25,6,3,39,78,370,1,6,1,-5,-5.00,0,0,0,0,,0,,,6,1,12.8,7.3,,60,
416,Lavelle Hawkins\HawkLa00,TEN,WR,24,6,0,0,0,0,0,0,0,0,,0,6,5,61,12.20,0,,,6,11,11.1,8.6,,165,
417,Brian Hoyer\HoyeBr00,NWE,QB,25,5,0,7,15,122,1,1,10,-8,-0.80,0,0,0,0,,0,,,6,6,7.1,7.1,,61,
418,Roberto Wallace\WallRo01,MIA,WR,24,12,0,0,0,0,0,0,0,0,,0,10,6,62,10.33,0,,,6,12,12.2,9.2,,163,
419,Eric Weems*\WeemEr00,ATL,WR,25,16,4,0,0,0,0,0,0,0,,0,6,6,61,10.17,0,,,6,24,24.1,21.1,,164,
420,Terrence Austin\AustTe00,WAS,WR,22,5,0,0,0,0,0,0,0,0,,0,5,3,47,15.67,0,,,5,8,7.7,6.2,,167,
421,Tim Castille\CastTi20,KAN,RB,26,10,4,0,0,0,0,0,5,3,0.60,0,12,10,43,4.30,0,,,5,15,14.6,9.6,,123,
422,Jim Dray\DrayJi00,ARI,TE,24,16,3,0,0,0,0,0,0,0,,0,9,3,47,15.67,0,,,5,8,7.7,6.2,,71,
423,Ryan Grant\GranRy00,GNB,RB,28,1,1,0,0,0,0,0,8,45,5.63,0,0,0,0,,0,,,5,5,4.5,4.5,,124,
424,David Johnson\JohnDa05,PIT,TE,23,16,5,0,0,0,0,0,0,0,,0,6,4,46,11.50,0,,,5,9,8.6,6.6,,72,
425,Greg Jones\JoneGr01,JAX,RB,29,16,13,0,0,0,0,0,2,4,2.00,0,11,11,47,4.27,0,,,5,16,16.1,10.6,,122,
426,Luke McCown\McCoLu00,JAX,QB,29,1,0,11,19,120,0,0,1,4,4.00,0,0,0,0,,0,,,5,5,5.2,5.2,,62,
427,Preston Parker\ParkPr00,TAM,WR,23,9,0,0,0,0,0,0,1,7,7.00,0,9,4,42,10.50,0,,,5,9,8.9,6.9,,166,
428,Richard Bartel\BartRi00,ARI,QB,27,1,0,16,28,150,0,1,0,0,,0,0,0,0,,0,,,4,4,5.0,5.0,,63,
429,Brody Eldridge\EldrBr00,IND,TE,23,14,8,0,0,0,0,0,0,0,,0,9,5,39,7.80,0,,,4,9,8.9,6.4,,77,
430,Brandon James\JameBr00,IND,WR,23,3,0,0,0,0,0,0,0,0,,0,11,6,40,6.67,0,,,4,10,10.0,7.0,,169,
431,Dwayne Jarrett\JarrDw00,CAR,WR,24,3,0,0,0,0,0,0,0,0,,0,5,2,40,20.00,0,,,4,6,6.0,5.0,,171,
432,Gartrell Johnson\JohnGa01,ATL,RB,24,9,0,0,0,0,0,0,10,36,3.60,0,5,3,6,2.00,0,,,4,6,6.7,4.7,,126,
433,Reggie Kelly\KellRe00,CIN,TE,33,16,14,0,0,0,0,0,0,0,,0,13,10,42,4.20,0,,,4,14,14.2,9.2,,75,
434,Nick Miller\MillNi00,OAK,WR,23,9,0,0,0,0,0,0,0,0,,0,4,3,40,13.33,0,,,4,5,6.0,3.5,,170,
435,Taylor Price\PricTa00,NWE,WR,23,1,0,0,0,0,0,0,0,0,,0,4,3,41,13.67,0,,,4,7,7.1,5.6,,168,
436,Ryan Purvis\PurvRy00,TAM,TE,24,10,2,0,0,0,0,0,0,0,,0,6,5,38,7.60,0,,,4,9,8.8,6.3,,78,
437,Tony Richardson\RichTo00,NYJ,RB,39,16,10,0,0,0,0,0,5,13,2.60,0,5,5,31,6.20,0,,,4,9,9.4,6.9,,125,
438,Mickey Shuler\ShulMi01,MIA,TE,24,6,2,0,0,0,0,0,0,0,,0,5,2,44,22.00,0,,,4,6,6.4,5.4,,73,
439,Stephen Spach\SpacSt00,ARI,TE,28,15,11,0,0,0,0,0,0,0,,0,17,7,40,5.71,0,,,4,11,11.0,7.5,,76,
440,Jerramy Stevens\StevJe00,TAM,TE,31,5,1,0,0,0,0,0,0,0,,0,5,3,43,14.33,0,,,4,7,7.3,5.8,,74,
441,Albert Young\YounAl01,MIN,RB,25,3,0,0,0,0,0,0,13,29,2.23,0,2,2,11,5.50,0,,,4,6,6.0,5.0,,127,
442,Lorenzo Booker\BookLo00,MIN,RB,26,4,0,0,0,0,0,0,0,0,,0,6,5,32,6.40,0,,,3,7,7.7,4.7,,128,
443,Nate Byham\ByhaNa00,SFO,TE,22,14,3,0,0,0,0,0,0,0,,0,7,5,27,5.40,0,,,3,8,7.7,5.2,,82,
444,Rock Cartwright\CartRo01,OAK,RB,31,16,0,0,0,0,0,0,9,22,2.44,0,3,1,10,10.00,0,,,3,4,4.2,3.7,,129,
445,Chase Coffman\CoffCh00,CIN,TE,24,6,0,0,0,0,0,0,0,0,,0,5,3,30,10.00,0,,,3,6,6.0,4.5,,81,
446,Mike Cox\Cox_Mi20,KAN,RB,25,7,2,0,0,0,0,0,0,0,,0,4,4,27,6.75,0,,,3,7,6.7,4.7,,132,
447,Jeff Dugan\DugaJe00,MIN,TE,29,16,4,0,0,0,0,0,2,2,1.00,0,5,4,30,7.50,0,,,3,7,7.2,5.2,,79,
448,Jonathan Dwyer\DwyeJo00,PIT,RB,21,1,0,0,0,0,0,0,9,28,3.11,0,0,0,0,,0,,,3,3,2.8,2.8,,130,
449,Quinton Ganther\GantQu00,2TM,RB,26,11,1,0,0,0,0,0,9,18,2.00,0,3,2,9,4.50,0,,,3,5,4.7,3.7,,131,
450,Richard Goodman\GoodRi00,SDG,WR,23,3,0,0,0,0,0,0,0,0,,0,2,1,25,25.00,0,,,3,3,3.0,2.0,,175,
451,Quinn Johnson\JohnQu00,GNB,RB,24,11,4,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,,,3,6,5.6,4.1,,135,
452,Mike Karney\KarnMi00,STL,RB,29,12,5,0,0,0,0,0,6,12,2.00,0,5,5,14,2.80,0,,,3,8,7.6,5.1,,133,
453,Shawn Nelson\NelsSh00,BUF,TE,25,5,1,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,,,3,5,5.0,3.0,,83,
454,Jake O'Connell\OConJa00,KAN,TE,25,15,2,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,,,3,6,6.1,4.6,,80,
455,Kevin Ogletree\OgleKe00,DAL,WR,23,6,0,0,0,0,0,0,0,0,,0,6,3,34,11.33,0,,,3,6,6.4,4.9,,172,
456,Patrick Turner\TurnPa00,NYJ,WR,23,5,0,0,0,0,0,0,0,0,,0,2,2,26,13.00,0,,,3,5,4.6,3.6,,174,
457,Lawrence Vickers\VickLa00,CLE,RB,27,16,4,0,0,0,0,0,5,11,2.20,0,9,4,15,3.75,0,,,3,7,6.6,4.6,,134,
458,Derrick Williams\WillDe05,DET,WR,24,7,1,0,0,0,0,0,0,0,,0,5,3,30,10.00,0,,,3,6,6.0,4.5,,173,
459,Brandon Banks\BankBr00,WAS,WR,23,13,0,0,0,0,0,0,2,6,3.00,0,5,2,10,5.00,0,,,2,8,8.6,6.6,,180,
460,Hank Baskett\BaskHa00,2TM,WR,28,8,0,0,0,0,0,0,0,0,,0,4,1,18,18.00,0,,,2,3,2.8,2.3,,177,
461,Michael Bennett\BennMi00,OAK,RB,32,7,0,0,0,0,0,0,2,11,5.50,0,2,2,9,4.50,0,,,2,4,4.0,3.0,,138,
462,Brock Bolen\BoleBr00,JAX,RB,25,4,0,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,,,2,3,2.5,2.0,,142,
463,Michael Clayton\ClayMi00,NYG,WR,28,6,0,0,0,0,0,0,0,0,,0,4,2,19,9.50,0,,,2,4,3.9,2.9,,176,
464,Thomas Clayton\ClayTh00,2TM,RB,26,3,0,0,0,0,0,0,7,17,2.43,0,0,0,0,,0,,,2,2,1.7,1.7,,140,
465,Quan Cosby\CosbQu00,CIN,WR,28,16,0,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,,,2,4,3.6,2.6,,179,
466,Chase Daniel\DaniCh00,NOR,QB,24,13,0,2,3,16,0,0,2,16,8.00,0,0,0,0,,0,,,2,1,1.7,1.2,,64,
467,Caleb Hanie\HaniCa00,CHI,QB,25,2,0,5,7,55,0,0,1,-1,-1.00,0,0,0,0,,0,,,2,2,2.1,2.1,,65,
468,Kareem Huggins\HuggKa00,TAM,RB,24,3,0,0,0,0,0,0,4,11,2.75,0,2,1,7,7.00,0,,,2,3,2.8,2.3,,139,
469,Byron Leftwich\LeftBy00,PIT,QB,30,1,0,5,7,42,0,0,0,0,,0,0,0,0,,0,,,2,2,1.7,1.7,,68,
470,Reagan Maui'a\MauiRe00,ARI,RB,26,15,4,0,0,0,0,0,0,0,,0,6,2,20,10.00,0,,,2,4,4.0,3.0,,137,
471,Garrett Mills\MillGa01,PHI,TE,27,7,3,0,0,0,0,0,0,0,,0,3,2,19,9.50,0,,,2,4,3.9,2.9,,85,
472,Moran Norris\NorrMo00,SFO,RB,32,16,11,0,0,0,0,0,3,0,0.00,0,9,4,20,5.00,0,,,2,6,6.0,4.0,,136,
473,Jerious Norwood\NorwJe00,ATL,RB,27,2,0,0,0,0,0,0,2,8,4.00,0,3,1,9,9.00,0,,,2,3,2.7,2.2,,141,
474,Fendi Onobun\OnobFe00,STL,TE,24,3,0,0,0,0,0,0,0,0,,0,4,2,15,7.50,0,,,2,4,3.5,2.5,,86,
475,Tyler Palko\PalkTy00,KAN,QB,27,2,0,4,6,35,0,0,2,5,2.50,0,0,0,0,,0,,,2,2,1.9,1.9,,66,
476,Tony Pike\PikeTo00,CAR,QB,24,1,0,6,12,47,0,0,0,0,,0,0,0,0,,0,,,2,2,1.9,1.9,,67,
477,Zach Potter\PottZa99,JAX,TE,24,13,1,0,0,0,0,0,0,0,,0,7,3,24,8.00,0,,,2,5,5.4,3.9,,84,
478,David Reed\ReedDa00,BAL,WR,23,13,0,0,0,0,0,0,1,15,15.00,0,1,0,0,,0,,,2,8,7.5,7.5,,181,
479,Matt Willis\WillMa00,DEN,WR,26,6,0,0,0,0,0,0,0,0,,0,2,1,17,17.00,0,,,2,3,2.7,2.2,,178,
480,Sam Aiken\AikeSa00,CLE,WR,30,3,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,,,1,2,1.7,1.2,,188,
481,Kyle Boller\BollKy00,OAK,QB,29,5,0,2,4,25,0,1,7,18,2.57,0,0,0,0,,0,,,1,,1.3,0.8,,69,
482,Curtis Brinkley\BrinCu00,SDG,RB,25,3,0,0,0,0,0,0,2,11,5.50,0,0,0,0,,0,,,1,1,1.1,1.1,,145,
483,David Carr\CarrDa00,SFO,QB,31,1,0,5,13,67,0,1,0,0,,0,0,0,0,,0,,,1,1,1.7,1.7,,73,
484,Scott Chandler\ChanSc00,2TM,TE,25,13,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,,,1,2,1.8,1.3,,90,
485,Desmond Clark\ClarDe00,CHI,TE,33,5,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,,,1,2,2.2,1.7,,87,
486,Kevin Curtis\CurtKe00,MIA,WR,32,2,0,0,0,0,0,0,1,6,6.00,0,2,1,6,6.00,0,,,1,2,2.2,1.7,,183,
487,Armanti Edwards\EdwaAr00,CAR,WR,22,3,0,1,1,0,0,0,1,7,7.00,0,2,0,0,,0,,,1,,0.2,-0.3,,189,
488,Yamon Figurs\FiguYa00,2TM,WR,27,2,0,0,0,0,0,0,1,-4,-4.00,0,2,2,17,8.50,0,,,1,2,2.8,1.3,,182,
489,Korey Hall\HallKo99,GNB,RB,27,12,6,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,,,1,2,1.9,1.4,,146,
490,Ben Hartsock\HartBe00,NYJ,TE,30,16,7,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,,,1,2,1.7,1.2,,91,
491,Madison Hedgecock\HedgMa00,NYG,RB,29,4,3,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,,,1,3,2.8,1.8,,148,
492,Paul Hubbard\HubbPa00,BUF,WR,25,1,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,,,1,2,1.8,1.3,,186,
493,Tory Humphrey\HumpTo00,NOR,WR,27,6,2,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,,,1,2,2.2,1.7,,184,
494,Manuel Johnson\JohnMa04,DAL,WR,24,2,0,0,0,0,0,0,0,0,,0,5,1,6,6.00,0,,,1,2,1.6,1.1,,190,
495,Erik Lorig\LoriEr99,TAM,TE,24,9,1,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,,,1,2,2.0,1.5,,88,
496,Kregg Lumpkin\LumpKr00,TAM,RB,26,11,0,0,0,0,0,0,1,0,0.00,0,1,1,12,12.00,0,,,1,2,2.2,1.7,,143,
497,Carlton Mitchell\MitcCa00,CLE,WR,22,5,0,0,0,0,0,0,1,9,9.00,0,1,0,0,,0,,,1,1,0.9,0.9,,185,
498,Jordan Palmer\PalmJo20,CIN,QB,26,1,0,3,3,18,0,0,0,0,,0,0,0,0,,0,,,1,1,0.7,0.7,,71,
499,Cedric Peerman\PeerCe00,CIN,RB,24,7,0,0,0,0,0,0,2,1,0.50,0,3,1,11,11.00,0,,,1,2,2.2,1.7,,144,
500,Chad Pennington\PennCh01,MIA,QB,34,1,1,1,2,19,0,0,0,0,,0,0,0,0,,0,,,1,1,0.8,0.8,,70,
501,Chris Pressley\PresCh00,2TM,RB,24,7,0,0,0,0,0,0,1,0,0.00,0,1,1,6,6.00,0,,,1,2,1.6,1.1,,149,
502,Richard Quinn\QuinRi00,DEN,TE,24,14,4,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,,,1,2,1.9,1.4,,89,
503,Chris Redman\RedmCh00,ATL,QB,33,2,0,4,6,20,0,0,1,-1,-1.00,0,0,0,0,,0,,,1,1,0.7,0.7,,72,
504,Alex Smith\SmitAl02,CLE,TE,28,3,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,,,1,2,1.6,1.1,,92,
505,Kyle Williams\WillKy01,SFO,WR,22,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,,,1,2,1.8,1.3,,187,
506,Garrett Wolfe\WolfGa00,CHI,RB,26,16,0,0,0,0,0,0,4,8,2.00,0,0,0,0,,0,,,1,1,0.8,0.8,,147,
507,Andre' Anderson\AndeAn23,BUF,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,158,
508,Deon Anderson\AndeDe01,DAL,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,1,
509,Jake Ballard\BallJa21,NYG,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,107,
510,Gary Banks\BankGa00,SDG,WR,29,2,2,0,0,0,0,0,0,0,,0,3,1,2,2.00,0,,,,1,1.2,0.7,,192,
511,Gary Barnidge\BarnGa01,CAR,,25,16,3,0,0,0,0,0,0,0,,0,9,0,0,,0,,,,,,,,96,
512,Arnaz Battle\BattAr00,PIT,,30,15,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,,,197,
513,Joique Bell\BellJo01,2TM,,24,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,160,
514,Chris Brooks\BrooCh21,IND,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,204,
515,Andre Brown\BrowAn03,2TM,RB,24,4,0,0,0,0,0,0,2,-1,-0.50,0,0,0,0,,0,,,,,-0.1,-0.1,,167,
516,Duke Calhoun\CalhDu00,NYG,WR,23,9,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,,,,1,1.4,0.9,,191,
517,Jehuu Caulcrick\CaulJe00,BUF,RB,27,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,,,,,0.2,0.2,,152,
518,Brian Clark\ClarBr00,DET,,27,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,193,
519,Colin Cloherty\ClohCo00,SFO,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,98,
520,Daniel Coats\CoatDa00,2TM,,26,10,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,,,102,
521,Brodie Croyle\CroyBr00,KAN,QB,27,2,1,8,19,38,0,1,0,0,,0,0,0,0,,0,,,,,0.5,0.5,,78,
522,Victor Cruz\CruzVi00,NYG,,24,3,0,,,,,,,,,,,,,,,,,,,,,,213,
523,Jeff Cumberland\CumbJe00,NYJ,TE,23,1,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,,,,1,1.3,0.8,,94,
524,Dominique Curry\CurrDo00,STL,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,208,
525,Britt Davis\DaviBr00,DEN,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,206,
526,Garrett Graham\GrahGa00,HOU,,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,100,
527,Clark Harris\HarrCl20,CIN,,26,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,112,
528,Chris Henry\HenrCh01,SEA,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,156,
